ID,Trial_Number,Question,ReappraisalText,Rating,rate_RT,Session_date,Q_type,ReappraisalDirection,PunishingType
115300,22,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Penny used her mother's social security number to open a credit card account.,1,9332,04-18-2017,unfair,1,reputation
115300,23,Does the previous description provoke your sympathy toward the individual?,Penny used her mother's social security number to open a credit card account.,2,441,04-18-2017,sympathy,1,reputation
115300,24,Does the previous description provoke your anger at the individual?,Penny used her mother's social security number to open a credit card account.,2,1422,04-18-2017,anger,1,reputation
202200,1,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Dave lives in a luxury penthouse apartment,1,1134,05-15-2017,unfair,1,resources
202200,2,Does the previous description provoke your sympathy toward the individual?,Dave lives in a luxury penthouse apartment,1,826,05-15-2017,sympathy,1,resources
202200,3,Does the previous description provoke your anger at the individual?,Dave lives in a luxury penthouse apartment,4,300,05-15-2017,anger,1,resources
202200,4,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Dennis is a retiree,2,224,05-15-2017,unfair,2,na
202200,5,Does the previous description provoke your sympathy toward the individual?,Dennis is a retiree,1,237,05-15-2017,sympathy,2,na
202200,6,Does the previous description provoke your anger at the individual?,Dennis is a retiree,3,3041,05-15-2017,anger,2,na
202200,7,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Devin underreports his company's earnings and pockets the profits.,1,304,05-15-2017,unfair,1,reputation
202200,8,Does the previous description provoke your sympathy toward the individual?,Devin underreports his company's earnings and pockets the profits.,1,270,05-15-2017,sympathy,1,reputation
202200,9,Does the previous description provoke your anger at the individual?,Devin underreports his company's earnings and pockets the profits.,5,327,05-15-2017,anger,1,reputation
202200,10,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Trish's husband is a wealthy investment banker,1,355,05-15-2017,unfair,1,resources
202200,11,Does the previous description provoke your sympathy toward the individual?,Trish's husband is a wealthy investment banker,1,313,05-15-2017,sympathy,1,resources
202200,12,Does the previous description provoke your anger at the individual?,Trish's husband is a wealthy investment banker,5,386,05-15-2017,anger,1,resources
202200,13,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Martha is a single mother,3,7001,05-15-2017,unfair,2,na
202200,14,Does the previous description provoke your sympathy toward the individual?,Martha is a single mother,3,3588,05-15-2017,sympathy,2,na
202200,15,Does the previous description provoke your anger at the individual?,Martha is a single mother,3,2708,05-15-2017,anger,2,na
202200,16,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Alice regularly fires employees to avoid promoting them.,1,295,05-15-2017,unfair,1,reputation
202200,17,Does the previous description provoke your sympathy toward the individual?,Alice regularly fires employees to avoid promoting them.,1,307,05-15-2017,sympathy,1,reputation
202200,18,Does the previous description provoke your anger at the individual?,Alice regularly fires employees to avoid promoting them.,5,327,05-15-2017,anger,1,reputation
202200,19,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Penny used her mother's social security number to open a credit card account.,1,351,05-15-2017,unfair,1,reputation
202200,20,Does the previous description provoke your sympathy toward the individual?,Penny used her mother's social security number to open a credit card account.,4,789,05-15-2017,sympathy,1,reputation
202200,21,Does the previous description provoke your anger at the individual?,Penny used her mother's social security number to open a credit card account.,3,5914,05-15-2017,anger,1,reputation
202278,1,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Dan is a veteran having trouble finding employment.,5,3679,10-27-2017,unfair,2,na
202278,2,Does the previous description provoke your sympathy toward the individual?,Dan is a veteran having trouble finding employment.,5,2047,10-27-2017,sympathy,2,na
202278,3,Does the previous description provoke your anger at the individual?,Dan is a veteran having trouble finding employment.,1,1520,10-27-2017,anger,2,na
202278,4,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Jack was mugged and had his wallet stolen.,1,1903,10-27-2017,unfair,2,na
202278,5,Does the previous description provoke your sympathy toward the individual?,Jack was mugged and had his wallet stolen.,5,1393,10-27-2017,sympathy,2,na
202278,6,Does the previous description provoke your anger at the individual?,Jack was mugged and had his wallet stolen.,1,1037,10-27-2017,anger,2,na
202278,7,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Jacob is saving for his son's operation,1,1301,10-27-2017,unfair,2,na
202278,8,Does the previous description provoke your sympathy toward the individual?,Jacob is saving for his son's operation,5,1231,10-27-2017,sympathy,2,na
202278,9,Does the previous description provoke your anger at the individual?,Jacob is saving for his son's operation,1,951,10-27-2017,anger,2,na
202278,10,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Jean is going to be evicted because she is behind on her rent,1,936,10-27-2017,unfair,2,na
202278,11,Does the previous description provoke your sympathy toward the individual?,Jean is going to be evicted because she is behind on her rent,5,935,10-27-2017,sympathy,2,na
202278,12,Does the previous description provoke your anger at the individual?,Jean is going to be evicted because she is behind on her rent,1,839,10-27-2017,anger,2,na
202278,13,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Martha is a single mother,2,1024,10-27-2017,unfair,2,na
202278,14,Does the previous description provoke your sympathy toward the individual?,Martha is a single mother,4,947,10-27-2017,sympathy,2,na
202278,15,Does the previous description provoke your anger at the individual?,Martha is a single mother,1,882,10-27-2017,anger,2,na
202278,16,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Alice regularly fires employees to avoid promoting them.,5,1308,10-27-2017,unfair,1,reputation
202278,17,Does the previous description provoke your sympathy toward the individual?,Alice regularly fires employees to avoid promoting them.,1,793,10-27-2017,sympathy,1,reputation
202278,18,Does the previous description provoke your anger at the individual?,Alice regularly fires employees to avoid promoting them.,4,2379,10-27-2017,anger,1,reputation
202278,19,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Fay was a victim of identity theft and is now thousands of dollars in debt.,1,899,10-27-2017,unfair,2,na
202278,20,Does the previous description provoke your sympathy toward the individual?,Fay was a victim of identity theft and is now thousands of dollars in debt.,4,3703,10-27-2017,sympathy,2,na
202278,21,Does the previous description provoke your anger at the individual?,Fay was a victim of identity theft and is now thousands of dollars in debt.,1,822,10-27-2017,anger,2,na
202278,22,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Jenny works two waitressing jobs to pay her bills.,1,1209,10-27-2017,unfair,2,na
202278,23,Does the previous description provoke your sympathy toward the individual?,Jenny works two waitressing jobs to pay her bills.,4,995,10-27-2017,sympathy,2,na
202278,24,Does the previous description provoke your anger at the individual?,Jenny works two waitressing jobs to pay her bills.,1,987,10-27-2017,anger,2,na
203803,1,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Paul lost his house in a fire,5,10770,06-23-2017,unfair,2,na
203803,2,Does the previous description provoke your sympathy toward the individual?,Paul lost his house in a fire,5,933,06-23-2017,sympathy,2,na
203803,3,Does the previous description provoke your anger at the individual?,Paul lost his house in a fire,1,586,06-23-2017,anger,2,na
203803,4,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Nick just found $50 on the street,5,1781,06-23-2017,unfair,1,resources
203803,5,Does the previous description provoke your sympathy toward the individual?,Nick just found $50 on the street,3,396,06-23-2017,sympathy,1,resources
203803,6,Does the previous description provoke your anger at the individual?,Nick just found $50 on the street,1,603,06-23-2017,anger,1,resources
203803,7,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Steve cheated on his taxes and is now under investigation for tax fraud.,1,547,06-23-2017,unfair,1,reputation
203803,8,Does the previous description provoke your sympathy toward the individual?,Steve cheated on his taxes and is now under investigation for tax fraud.,1,535,06-23-2017,sympathy,1,reputation
203803,9,Does the previous description provoke your anger at the individual?,Steve cheated on his taxes and is now under investigation for tax fraud.,5,901,06-23-2017,anger,1,reputation
203803,10,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Mike just lost his job,5,2634,06-23-2017,unfair,2,na
203803,11,Does the previous description provoke your sympathy toward the individual?,Mike just lost his job,5,1293,06-23-2017,sympathy,2,na
203803,12,Does the previous description provoke your anger at the individual?,Mike just lost his job,1,976,06-23-2017,anger,2,na
203803,13,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Jean is going to be evicted because she is behind on her rent,5,902,06-23-2017,unfair,2,na
203803,14,Does the previous description provoke your sympathy toward the individual?,Jean is going to be evicted because she is behind on her rent,5,517,06-23-2017,sympathy,2,na
203803,15,Does the previous description provoke your anger at the individual?,Jean is going to be evicted because she is behind on her rent,1,705,06-23-2017,anger,2,na
203803,16,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Karen owns an international company,3,12411,06-23-2017,unfair,1,resources
203803,17,Does the previous description provoke your sympathy toward the individual?,Karen owns an international company,1,641,06-23-2017,sympathy,1,resources
203803,18,Does the previous description provoke your anger at the individual?,Karen owns an international company,3,4116,06-23-2017,anger,1,resources
203803,19,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Christina received a large inheritance from a distant relative,1,1251,06-23-2017,unfair,1,resources
203803,20,Does the previous description provoke your sympathy toward the individual?,Christina received a large inheritance from a distant relative,1,562,06-23-2017,sympathy,1,resources
203803,21,Does the previous description provoke your anger at the individual?,Christina received a large inheritance from a distant relative,4,650,06-23-2017,anger,1,resources
203803,22,"To what extent would the offer of 10/90 % split, where you receive 10%, from this individual feel unfair to you?",Martha is a single mother,5,431,06-23-2017,unfair,2,na
203803,23,Does the previous description provoke your sympathy toward the individual?,Martha is a single mother,5,457,06-23-2017,sympathy,2,na
203803,24,Does the previous description provoke your anger at the individual?,Martha is a single mother,1,318,06-23-2017,anger,2,na
204015,1,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Eric stole money from his mother's wallet.,1,11831,05-03-2017,unfair,1,reputation
204015,2,Does the previous description provoke your sympathy toward the individual?,Eric stole money from his mother's wallet.,1,1153,05-03-2017,sympathy,1,reputation
204015,3,Does the previous description provoke your anger at the individual?,Eric stole money from his mother's wallet.,4,1587,05-03-2017,anger,1,reputation
204015,4,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Bill lost his life savings when his small business failed,1,1824,05-03-2017,unfair,2,na
204015,5,Does the previous description provoke your sympathy toward the individual?,Bill lost his life savings when his small business failed,5,1317,05-03-2017,sympathy,2,na
204015,6,Does the previous description provoke your anger at the individual?,Bill lost his life savings when his small business failed,1,1058,05-03-2017,anger,2,na
204015,7,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Robert was injured in a hit-and-run accident and cannot afford his medical bills.,1,1444,05-03-2017,unfair,2,na
204015,8,Does the previous description provoke your sympathy toward the individual?,Robert was injured in a hit-and-run accident and cannot afford his medical bills.,4,1083,05-03-2017,sympathy,2,na
204015,9,Does the previous description provoke your anger at the individual?,Robert was injured in a hit-and-run accident and cannot afford his medical bills.,1,2538,05-03-2017,anger,2,na
204015,10,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Jack was mugged and had his wallet stolen.,1,2063,05-03-2017,unfair,2,na
204015,11,Does the previous description provoke your sympathy toward the individual?,Jack was mugged and had his wallet stolen.,5,968,05-03-2017,sympathy,2,na
204015,12,Does the previous description provoke your anger at the individual?,Jack was mugged and had his wallet stolen.,1,538,05-03-2017,anger,2,na
204015,13,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Dennis is a retiree,1,1452,05-03-2017,unfair,2,na
204015,14,Does the previous description provoke your sympathy toward the individual?,Dennis is a retiree,4,1075,05-03-2017,sympathy,2,na
204015,15,Does the previous description provoke your anger at the individual?,Dennis is a retiree,1,502,05-03-2017,anger,2,na
204015,16,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Mac just bought an expensive sports car,1,718,05-03-2017,unfair,1,resources
204015,17,Does the previous description provoke your sympathy toward the individual?,Mac just bought an expensive sports car,1,1505,05-03-2017,sympathy,1,resources
204015,18,Does the previous description provoke your anger at the individual?,Mac just bought an expensive sports car,1,1328,05-03-2017,anger,1,resources
204015,19,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Becky works as a cleaner in a hotel,1,533,05-03-2017,unfair,2,na
204015,20,Does the previous description provoke your sympathy toward the individual?,Becky works as a cleaner in a hotel,4,1394,05-03-2017,sympathy,2,na
204015,21,Does the previous description provoke your anger at the individual?,Becky works as a cleaner in a hotel,1,539,05-03-2017,anger,2,na
204015,22,"To what extent would the offer of 10/90 % split, where you would recieve 10%, from this individual feel unfair to you?",Sharon just lost her small business after a franchise moved in next door.,1,572,05-03-2017,unfair,2,na
204015,23,Does the previous description provoke your sympathy toward the individual?,Sharon just lost her small business after a franchise moved in next door.,5,459,05-03-2017,sympathy,2,na
204015,24,Does the previous description provoke your anger at the individual?,Sharon just lost her small business after a franchise moved in next door.,1,1286,05-03-2017,anger,2,na
204059,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Nick just found $50 on the street,1,3361,09-15-2016,unfair,1,resources
204059,2,To what extent does the description of the individual provoke your sympathy?,Nick just found $50 on the street,1,4042,09-15-2016,sympathy,1,resources
204059,3,To what extent does the description of the individual provoke your anger?,Nick just found $50 on the street,1,3094,09-15-2016,anger,1,resources
204059,4,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Dave lives in a luxury penthouse apartment,4,1332,09-15-2016,unfair,1,resources
204059,5,To what extent does the description of the individual provoke your sympathy?,Dave lives in a luxury penthouse apartment,1,1413,09-15-2016,sympathy,1,resources
204059,6,To what extent does the description of the individual provoke your anger?,Dave lives in a luxury penthouse apartment,2,1487,09-15-2016,anger,1,resources
204059,7,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Cecil takes valuables from his friends' homes when asked to house-sit.,1,940,09-15-2016,unfair,1,reputation
204059,8,To what extent does the description of the individual provoke your sympathy?,Cecil takes valuables from his friends' homes when asked to house-sit.,1,408,09-15-2016,sympathy,1,reputation
204059,9,To what extent does the description of the individual provoke your anger?,Cecil takes valuables from his friends' homes when asked to house-sit.,1,6813,09-15-2016,anger,1,reputation
204059,10,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Peter often goes through and steals the neighbors' mail.,1,1156,09-15-2016,unfair,1,reputation
204059,11,To what extent does the description of the individual provoke your sympathy?,Peter often goes through and steals the neighbors' mail.,1,1506,09-15-2016,sympathy,1,reputation
204059,12,To what extent does the description of the individual provoke your anger?,Peter often goes through and steals the neighbors' mail.,1,1306,09-15-2016,anger,1,reputation
204059,13,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Abby cannot afford to send her son to college.,1,408,09-15-2016,unfair,2,na
204059,14,To what extent does the description of the individual provoke your sympathy?,Abby cannot afford to send her son to college.,1,560,09-15-2016,sympathy,2,na
204059,15,To what extent does the description of the individual provoke your anger?,Abby cannot afford to send her son to college.,1,1159,09-15-2016,anger,2,na
204059,16,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Fay was a victim of identity theft and is now thousands of dollars in debt.,1,1213,09-15-2016,unfair,2,na
204059,17,To what extent does the description of the individual provoke your sympathy?,Fay was a victim of identity theft and is now thousands of dollars in debt.,1,2940,09-15-2016,sympathy,2,na
204059,18,To what extent does the description of the individual provoke your anger?,Fay was a victim of identity theft and is now thousands of dollars in debt.,1,1349,09-15-2016,anger,2,na
204059,19,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Kay steals her coworkers' tips to buy alcohol.,1,2782,09-15-2016,unfair,1,reputation
204059,20,To what extent does the description of the individual provoke your sympathy?,Kay steals her coworkers' tips to buy alcohol.,4,1061,09-15-2016,sympathy,1,reputation
204059,21,To what extent does the description of the individual provoke your anger?,Kay steals her coworkers' tips to buy alcohol.,1,1027,09-15-2016,anger,1,reputation
204059,22,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Marny just found out that her husband has incurred a large credit card debt.,1,682,09-15-2016,unfair,2,na
204059,23,To what extent does the description of the individual provoke your sympathy?,Marny just found out that her husband has incurred a large credit card debt.,1,718,09-15-2016,sympathy,2,na
204059,24,To what extent does the description of the individual provoke your anger?,Marny just found out that her husband has incurred a large credit card debt.,1,825,09-15-2016,anger,2,na
206270,1,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Robert was injured in a hit-and-run accident and cannot afford his medical bills.,5,2013,09-27-2016,unfair,2,na
206270,2,To what extent does the description of the individual provoke your sympathy?,Robert was injured in a hit-and-run accident and cannot afford his medical bills.,5,1377,09-27-2016,sympathy,2,na
206270,3,To what extent does the description of the individual provoke your anger?,Robert was injured in a hit-and-run accident and cannot afford his medical bills.,1,1434,09-27-2016,anger,2,na
206270,4,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Frank has been unable to find a job for over a year.,5,1815,09-27-2016,unfair,2,na
206270,5,To what extent does the description of the individual provoke your sympathy?,Frank has been unable to find a job for over a year.,5,1218,09-27-2016,sympathy,2,na
206270,6,To what extent does the description of the individual provoke your anger?,Frank has been unable to find a job for over a year.,1,1119,09-27-2016,anger,2,na
206270,7,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Jacob is saving for his son's operation,5,1052,09-27-2016,unfair,2,na
206270,8,To what extent does the description of the individual provoke your sympathy?,Jacob is saving for his son's operation,5,3563,09-27-2016,sympathy,2,na
206270,9,To what extent does the description of the individual provoke your anger?,Jacob is saving for his son's operation,1,822,09-27-2016,anger,2,na
206270,10,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Ted bullies his employees to put in extra hours at work.,1,1654,09-27-2016,unfair,1,reputation
206270,11,To what extent does the description of the individual provoke your sympathy?,Ted bullies his employees to put in extra hours at work.,1,2715,09-27-2016,sympathy,1,reputation
206270,12,To what extent does the description of the individual provoke your anger?,Ted bullies his employees to put in extra hours at work.,5,3733,09-27-2016,anger,1,reputation
206270,13,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Karen owns an international company,1,3155,09-27-2016,unfair,1,resources
206270,14,To what extent does the description of the individual provoke your sympathy?,Karen owns an international company,1,1267,09-27-2016,sympathy,1,resources
206270,15,To what extent does the description of the individual provoke your anger?,Karen owns an international company,1,3803,09-27-2016,anger,1,resources
206270,16,To what extent would the offer of 10/90 % split from this individual feel unfair to you?,Janet has to take an unpaid leave of absence because her mother broke her hip.,4,3956,09-27-2016,unfair,2,na
206270,17,To what extent does the description of the individual provoke your sympathy?,Janet has to take an unpaid leave of absence because her mother broke her hip.,4,2121,09-27-2016,sympathy,2,na
